,Date,PM10,PM2.5,WeekDay,Month_Year
3328,1/19/2015,25,96,2,01-15
3329,1/18/2015,23,14,1,01-15
3330,1/17/2015,20,65,7,01-15
3331,1/16/2015,23,73,6,01-15
3332,1/15/2015,7,16,5,01-15
3333,1/14/2015,8,51,4,01-15
3334,1/13/2015,9,77,3,01-15
3335,1/12/2015,6,2,2,01-15
3336,1/11/2015,11,83,1,01-15
3337,1/10/2015,5,16,7,01-15
3338,1/9/2015,4,62,6,01-15
3339,1/8/2015,10,24,5,01-15
3340,1/7/2015,22,97,4,01-15
3341,1/6/2015,24,96,3,01-15
3342,1/5/2015,21,1,2,01-15
3343,1/4/2015,7,40,1,01-15
3344,1/3/2015,18,97,7,01-15
3345,1/2/2015,11,14,6,01-15
3346,1/1/2015,19,92,5,01-15
3347,12/31/2014,20,55,4,12-14
3348,12/30/2014,19,33,3,12-14
3349,12/29/2014,17,68,2,12-14
3350,12/28/2014,34,13,1,12-14
3351,12/27/2014,16,43,7,12-14
3352,12/26/2014,9,9,6,12-14
3353,12/25/2014,6,74,5,12-14
3354,12/24/2014,4,68,4,12-14
3355,12/23/2014,4,37,3,12-14
3356,12/22/2014,8,70,2,12-14
3357,12/21/2014,9,93,1,12-14
3358,12/20/2014,11,13,7,12-14
3359,12/19/2014,3,66,6,12-14
3360,12/18/2014,5,3,5,12-14
3361,12/17/2014,11,76,4,12-14
3362,12/16/2014,12,30,3,12-14
3363,12/15/2014,11,64,2,12-14
3364,12/14/2014,14,0,1,12-14
3365,12/13/2014,8,93,7,12-14
3366,12/12/2014,5,96,6,12-14
3367,12/11/2014,6,41,5,12-14
3368,12/10/2014,16,14,4,12-14
3369,12/9/2014,20,39,3,12-14
3370,12/8/2014,23,48,2,12-14
3371,12/7/2014,22,39,1,12-14
3372,12/6/2014,23,75,7,12-14
3373,12/5/2014,45,83,6,12-14
3374,12/4/2014,89,38,5,12-14
3375,12/3/2014,64,24,4,12-14
3376,12/2/2014,51,46,3,12-14
3377,12/1/2014,53,19,2,12-14
3378,11/30/2014,24,21,1,11-14
3379,11/29/2014,22,6,7,11-14
3380,11/28/2014,28,10,6,11-14
3381,11/27/2014,34,12,5,11-14
3382,11/26/2014,37,77,4,11-14
3383,11/25/2014,25,57,3,11-14
3384,11/24/2014,27,49,2,11-14
3385,11/23/2014,17,74,1,11-14
3386,11/22/2014,24,89,7,11-14
3387,11/21/2014,29,5,6,11-14
3388,11/20/2014,20,38,5,11-14
3389,11/19/2014,9,17,4,11-14
3390,11/18/2014,20,89,3,11-14
3391,11/17/2014,30,63,2,11-14
3392,11/16/2014,16,52,1,11-14
3393,11/15/2014,33,70,7,11-14
3394,11/14/2014,41,36,6,11-14
3395,11/13/2014,32,13,5,11-14
3396,11/12/2014,39,45,4,11-14
3397,11/11/2014,30,67,3,11-14
3398,11/10/2014,12,89,2,11-14
3399,11/9/2014,14,8,1,11-14
3400,11/8/2014,19,52,7,11-14
3401,11/7/2014,25,84,6,11-14
3402,11/6/2014,25,51,5,11-14
3403,11/5/2014,24,59,4,11-14
3404,11/4/2014,23,25,3,11-14
3405,11/3/2014,20,57,2,11-14
3406,11/2/2014,24,18,1,11-14
3407,11/1/2014,21,53,7,11-14
3408,10/31/2014,35,41,6,10-14
3409,10/30/2014,45,79,5,10-14
3410,10/29/2014,36,69,4,10-14
3411,10/28/2014,27,56,3,10-14
3412,10/27/2014,18,46,2,10-14
3413,10/26/2014,21,99,1,10-14
3414,10/25/2014,23,65,7,10-14
3415,10/24/2014,23,77,6,10-14
3416,10/23/2014,15,38,5,10-14
3417,10/22/2014,6,57,4,10-14
3418,10/21/2014,14,5,3,10-14
3419,10/20/2014,15,3,2,10-14
3420,10/19/2014,14,34,1,10-14
3421,10/18/2014,15,36,7,10-14
3422,10/17/2014,16,35,6,10-14
3423,10/16/2014,11,67,5,10-14
3424,10/15/2014,15,60,4,10-14
3425,10/14/2014,15,31,3,10-14
3426,10/13/2014,23,79,2,10-14
3427,10/12/2014,14,81,1,10-14
3428,10/11/2014,24,77,7,10-14
3429,10/10/2014,22,42,6,10-14
3430,10/9/2014,24,3,5,10-14
3431,10/8/2014,16,6,4,10-14
3432,10/7/2014,28,20,3,10-14
3433,10/6/2014,40,12,2,10-14
3434,10/5/2014,24,24,1,10-14
3435,10/4/2014,26,68,7,10-14
3436,10/3/2014,22,64,6,10-14
3437,10/2/2014,NA,NA,5,10-14
3438,10/1/2014,31,10,4,10-14
3439,9/30/2014,NA,NA,3,09-14
3440,9/29/2014,20,77,2,09-14
3441,9/28/2014,13,19,1,09-14
3442,9/27/2014,16,50,7,09-14
3443,9/26/2014,16,76,6,09-14
3444,9/25/2014,17,9,5,09-14
3445,9/24/2014,18,64,4,09-14
3446,9/23/2014,10,95,3,09-14
3447,9/22/2014,12,78,2,09-14
3448,9/21/2014,13,14,1,09-14
3449,9/20/2014,14,81,7,09-14
3450,9/19/2014,21,27,6,09-14
3451,9/18/2014,27,24,5,09-14
3452,9/17/2014,23,21,4,09-14
3453,9/16/2014,27,38,3,09-14
3454,9/15/2014,24,98,2,09-14
3455,9/14/2014,10,29,1,09-14
3456,9/13/2014,11,16,7,09-14
3457,9/12/2014,13,46,6,09-14
3458,9/11/2014,20,62,5,09-14
3459,9/10/2014,20,82,4,09-14
3460,9/9/2014,29,51,3,09-14
3461,9/8/2014,30,52,2,09-14
3462,9/7/2014,19,95,1,09-14
3463,9/6/2014,29,60,7,09-14
3464,9/5/2014,26,12,6,09-14
3465,9/4/2014,33,46,5,09-14
3466,9/3/2014,25,83,4,09-14
3467,9/2/2014,16,10,3,09-14
3468,9/1/2014,12,70,2,09-14
3469,8/31/2014,7,36,1,08-14
3470,8/30/2014,12,61,7,08-14
3471,8/29/2014,13,70,6,08-14
3472,8/28/2014,12,69,5,08-14
3473,8/27/2014,14,20,4,08-14
3474,8/26/2014,14,39,3,08-14
3475,8/25/2014,12,92,2,08-14
3476,8/24/2014,8,18,1,08-14
3477,8/23/2014,9,35,7,08-14
3478,8/22/2014,13,18,6,08-14
3479,8/21/2014,12,78,5,08-14
3480,8/20/2014,10,63,4,08-14
3481,8/19/2014,11,40,3,08-14
3482,8/18/2014,9,19,2,08-14
3483,8/17/2014,10,1,1,08-14
3484,8/16/2014,8,5,7,08-14
3485,8/15/2014,9,62,6,08-14
3486,8/14/2014,8,34,5,08-14
3487,8/13/2014,12,19,4,08-14
3488,8/12/2014,10,77,3,08-14
3489,8/11/2014,9,97,2,08-14
3490,8/10/2014,12,23,1,08-14
3491,8/9/2014,13,19,7,08-14
3492,8/8/2014,16,70,6,08-14
3493,8/7/2014,15,15,5,08-14
3494,8/6/2014,15,7,4,08-14
3495,8/5/2014,13,3,3,08-14
3496,8/4/2014,13,70,2,08-14
3497,8/3/2014,12,69,1,08-14
3498,8/2/2014,14,92,7,08-14
3499,8/1/2014,19,43,6,08-14
3500,7/31/2014,15,17,5,07-14
3501,7/30/2014,21,19,4,07-14
3502,7/29/2014,20,34,3,07-14
3503,7/28/2014,20,96,2,07-14
3504,7/27/2014,15,14,1,07-14
3505,7/26/2014,18,10,7,07-14
3506,7/25/2014,12,21,6,07-14
3507,7/24/2014,16,53,5,07-14
3508,7/23/2014,20,49,4,07-14
3509,7/22/2014,20,74,3,07-14
3510,7/21/2014,29,60,2,07-14
3511,7/20/2014,20,48,1,07-14
3512,7/19/2014,21,72,7,07-14
3513,7/18/2014,19,96,6,07-14
3514,7/17/2014,23,71,5,07-14
3515,7/16/2014,20,62,4,07-14
3516,7/15/2014,13,53,3,07-14
3517,7/14/2014,10,63,2,07-14
3518,7/13/2014,10,42,1,07-14
3519,7/12/2014,15,61,7,07-14
3520,7/11/2014,16,1,6,07-14
3521,7/10/2014,9,83,5,07-14
3522,7/9/2014,5,86,4,07-14
3523,7/8/2014,19,8,3,07-14
3524,7/7/2014,12,71,2,07-14
3525,7/6/2014,10,1,1,07-14
3526,7/5/2014,12,47,7,07-14
3527,7/4/2014,14,28,6,07-14
3528,7/3/2014,12,84,5,07-14
3529,7/2/2014,12,23,4,07-14
3530,7/1/2014,11,40,3,07-14
3531,6/30/2014,10,82,2,06-14
3532,6/29/2014,7,54,1,06-14
3533,6/28/2014,10,12,7,06-14
3534,6/27/2014,11,89,6,06-14
3535,6/26/2014,15,4,5,06-14
3536,6/25/2014,9,2,4,06-14
3537,6/24/2014,8,79,3,06-14
3538,6/23/2014,7,85,2,06-14
3539,6/22/2014,6,86,1,06-14
3540,6/21/2014,6,12,7,06-14
3541,6/20/2014,6,19,6,06-14
3542,6/19/2014,9,95,5,06-14
3543,6/18/2014,16,78,4,06-14
3544,6/17/2014,16,40,3,06-14
3545,6/16/2014,12,45,2,06-14
3546,6/15/2014,9,57,1,06-14
3547,6/14/2014,9,8,7,06-14
3548,6/13/2014,11,40,6,06-14
3549,6/12/2014,19,27,5,06-14
3550,6/11/2014,25,34,4,06-14
3551,6/10/2014,30,56,3,06-14
3552,6/9/2014,21,85,2,06-14
3553,6/8/2014,23,42,1,06-14
3554,6/7/2014,13,97,7,06-14
3555,6/6/2014,11,69,6,06-14
3556,6/5/2014,8,1,5,06-14
3557,6/4/2014,13,62,4,06-14
3558,6/3/2014,15,25,3,06-14
3559,6/2/2014,17,58,2,06-14
3560,6/1/2014,13,21,1,06-14
3561,5/31/2014,14,22,7,05-14
3562,5/30/2014,12,82,6,05-14
3563,5/29/2014,5,48,5,05-14
3564,5/28/2014,5,43,4,05-14
3565,5/27/2014,14,71,3,05-14
3566,5/26/2014,18,28,2,05-14
3567,5/25/2014,8,72,1,05-14
3568,5/24/2014,13,76,7,05-14
3569,5/23/2014,14,41,6,05-14
3570,5/22/2014,26,10,5,05-14
3571,5/21/2014,14,81,4,05-14
3572,5/20/2014,16,27,3,05-14
3573,5/19/2014,12,49,2,05-14
3574,5/18/2014,8,37,1,05-14
3575,5/17/2014,12,80,7,05-14
3576,5/16/2014,11,89,6,05-14
3577,5/15/2014,14,54,5,05-14
3578,5/14/2014,9,0,4,05-14
3579,5/13/2014,14,10,3,05-14
3580,5/12/2014,10,40,2,05-14
3581,5/11/2014,7,63,1,05-14
3582,5/10/2014,9,71,7,05-14
3583,5/9/2014,7,95,6,05-14
3584,5/8/2014,10,78,5,05-14
3585,5/7/2014,13,38,4,05-14
3586,5/6/2014,19,42,3,05-14
3587,5/5/2014,20,60,2,05-14
3588,5/4/2014,15,15,1,05-14
3589,5/3/2014,13,79,7,05-14
3590,5/2/2014,16,4,6,05-14
3591,5/1/2014,58,26,5,05-14
3592,4/30/2014,40,23,4,04-14
3593,4/29/2014,30,52,3,04-14
3594,4/28/2014,35,80,2,04-14
3595,4/27/2014,19,93,1,04-14
3596,4/26/2014,23,95,7,04-14
3597,4/25/2014,30,59,6,04-14
3598,4/24/2014,30,77,5,04-14
3599,4/23/2014,19,66,4,04-14
3600,4/22/2014,19,47,3,04-14
3601,4/21/2014,15,95,2,04-14
3602,4/20/2014,21,11,1,04-14
3603,4/19/2014,29,6,7,04-14
3604,4/18/2014,7,86,6,04-14
3605,4/17/2014,14,12,5,04-14
3606,4/16/2014,18,17,4,04-14
3607,4/15/2014,10,32,3,04-14
3608,4/14/2014,12,14,2,04-14
3609,4/13/2014,24,99,1,04-14
3610,4/12/2014,31,12,7,04-14
3611,4/11/2014,26,63,6,04-14
3612,4/10/2014,13,94,5,04-14
3613,4/9/2014,13,90,4,04-14
3614,4/8/2014,13,14,3,04-14
3615,4/7/2014,20,62,2,04-14
3616,4/6/2014,37,96,1,04-14
3617,4/5/2014,72,34,7,04-14
3618,4/4/2014,59,94,6,04-14
3619,4/3/2014,39,52,5,04-14
3620,4/2/2014,48,54,4,04-14
3621,4/1/2014,65,70,3,04-14
3622,3/31/2014,51,65,2,03-14
3623,3/30/2014,37,14,1,03-14
3624,3/29/2014,37,88,7,03-14
3625,3/28/2014,53,59,6,03-14
3626,3/27/2014,29,84,5,03-14
3627,3/26/2014,22,5,4,03-14
3628,3/25/2014,22,17,3,03-14
3629,3/24/2014,15,64,2,03-14
3630,3/23/2014,7,29,1,03-14
3631,3/22/2014,10,34,7,03-14
3632,3/21/2014,17,20,6,03-14
3633,3/20/2014,14,82,5,03-14
3634,3/19/2014,15,49,4,03-14
3635,3/18/2014,40,75,3,03-14
3636,3/17/2014,25,75,2,03-14
3637,3/16/2014,10,54,1,03-14
3638,3/15/2014,42,3,7,03-14
3639,3/14/2014,52,70,6,03-14
3640,3/13/2014,43,76,5,03-14
3641,3/12/2014,54,39,4,03-14
3642,3/11/2014,63,40,3,03-14
3643,3/10/2014,44,45,2,03-14
3644,3/9/2014,44,26,1,03-14
3645,3/8/2014,58,43,7,03-14
3646,3/7/2014,54,94,6,03-14
3647,3/6/2014,62,93,5,03-14
3648,3/5/2014,40,53,4,03-14
3649,3/4/2014,41,64,3,03-14
3650,3/3/2014,34,56,2,03-14
3651,3/2/2014,39,63,1,03-14
3652,3/1/2014,34,46,7,03-14
3653,2/28/2014,24,97,6,02-14
3654,2/27/2014,34,68,5,02-14
3655,2/26/2014,43,78,4,02-14
3656,2/25/2014,35,7,3,02-14
3657,2/24/2014,29,74,2,02-14
3658,2/23/2014,12,50,1,02-14
3659,2/22/2014,13,80,7,02-14
3660,2/21/2014,16,84,6,02-14
3661,2/20/2014,18,42,5,02-14
3662,2/19/2014,18,61,4,02-14
3663,2/18/2014,22,40,3,02-14
3664,2/17/2014,NA,NA,2,02-14
3665,2/16/2014,NA,NA,1,02-14
3666,2/15/2014,8,96,7,02-14
3667,2/14/2014,9,92,6,02-14
3668,2/13/2014,13,11,5,02-14
3669,2/12/2014,14,81,4,02-14
3670,2/11/2014,10,69,3,02-14
3671,2/10/2014,13,8,2,02-14
3672,2/9/2014,5,88,1,02-14
3673,2/8/2014,7,92,7,02-14
3674,2/7/2014,11,9,6,02-14
3675,2/6/2014,16,46,5,02-14
3676,2/5/2014,NA,NA,4,02-14
3677,2/4/2014,32,68,3,02-14
3678,2/3/2014,27,8,2,02-14
3679,2/2/2014,33,11,1,02-14
3680,2/1/2014,27,26,7,02-14
3681,1/31/2014,52,63,6,01-14
3682,1/30/2014,46,21,5,01-14
3683,1/29/2014,42,58,4,01-14
3684,1/28/2014,25,45,3,01-14
3685,1/27/2014,25,3,2,01-14
3686,1/26/2014,44,40,1,01-14
3687,1/25/2014,75,83,7,01-14
3688,1/24/2014,38,67,6,01-14
3689,1/23/2014,68,66,5,01-14
3690,1/22/2014,27,1,4,01-14
3691,1/21/2014,15,57,3,01-14
3692,1/20/2014,13,61,2,01-14
3693,1/19/2014,21,26,1,01-14
3694,1/18/2014,9,34,7,01-14
3695,1/17/2014,20,20,6,01-14
3696,1/16/2014,18,45,5,01-14
3697,1/15/2014,24,9,4,01-14
3698,1/14/2014,17,77,3,01-14
3699,1/13/2014,23,35,2,01-14
3700,1/12/2014,15,80,1,01-14
3701,1/11/2014,14,72,7,01-14
3702,1/10/2014,13,79,6,01-14
3703,1/9/2014,11,47,5,01-14
3704,1/8/2014,11,57,4,01-14
3705,1/7/2014,9,75,3,01-14
3706,1/6/2014,9,67,2,01-14
3707,1/5/2014,11,21,1,01-14
3708,1/4/2014,12,37,7,01-14
3709,1/3/2014,13,25,6,01-14
3710,1/2/2014,25,32,5,01-14
3711,1/1/2014,30,66,4,01-14
3712,12/31/2013,19,17,3,12-13
3713,12/30/2013,9,56,2,12-13
3714,12/29/2013,7,12,1,12-13
3715,12/28/2013,10,48,7,12-13
3716,12/27/2013,8,42,6,12-13
3717,12/26/2013,21,88,5,12-13
3718,12/25/2013,16,53,4,12-13
3719,12/24/2013,10,34,3,12-13
3720,12/23/2013,6,90,2,12-13
3721,12/22/2013,9,83,1,12-13
3722,12/21/2013,12,23,7,12-13
3723,12/20/2013,25,52,6,12-13
3724,12/19/2013,28,69,5,12-13
3725,12/18/2013,32,23,4,12-13
3726,12/17/2013,19,47,3,12-13
3727,12/16/2013,18,7,2,12-13
3728,12/15/2013,15,83,1,12-13
3729,12/14/2013,15,78,7,12-13
3730,12/13/2013,9,86,6,12-13
3731,12/12/2013,15,72,5,12-13
3732,12/11/2013,16,0,4,12-13
3733,12/10/2013,13,43,3,12-13
3734,12/9/2013,10,9,2,12-13
3735,12/8/2013,8,57,1,12-13
3736,12/7/2013,8,33,7,12-13
3737,12/6/2013,8,8,6,12-13
3738,12/5/2013,12,53,5,12-13
3739,12/4/2013,20,6,4,12-13
3740,12/3/2013,22,76,3,12-13
3741,12/2/2013,24,99,2,12-13
3742,12/1/2013,9,8,1,12-13
3743,11/30/2013,7,2,7,11-13
3744,11/29/2013,13,24,6,11-13
3745,11/28/2013,17,88,5,11-13
3746,11/27/2013,24,71,4,11-13
3747,11/26/2013,19,35,3,11-13
3748,11/25/2013,14,30,2,11-13
3749,11/24/2013,8,15,1,11-13
3750,11/23/2013,13,36,7,11-13
3751,11/22/2013,15,36,6,11-13
3752,11/21/2013,20,62,5,11-13
3753,11/20/2013,6,76,4,11-13
3754,11/19/2013,21,57,3,11-13
3755,11/18/2013,26,69,2,11-13
3756,11/17/2013,21,89,1,11-13
3757,11/16/2013,38,1,7,11-13
3758,11/15/2013,50,81,6,11-13
3759,11/14/2013,21,56,5,11-13
3760,11/13/2013,24,25,4,11-13
3761,11/12/2013,21,4,3,11-13
3762,11/11/2013,13,38,2,11-13
3763,11/10/2013,6,26,1,11-13
3764,11/9/2013,6,37,7,11-13
3765,11/8/2013,11,85,6,11-13
3766,11/7/2013,3,98,5,11-13
3767,11/6/2013,9,5,4,11-13
3768,11/5/2013,15,80,3,11-13
3769,11/4/2013,4,13,2,11-13
3770,11/3/2013,8,0,1,11-13
3771,11/2/2013,12,39,7,11-13
3772,11/1/2013,25,16,6,11-13
3773,10/31/2013,16,58,5,10-13
3774,10/30/2013,16,24,4,10-13
3775,10/29/2013,10,63,3,10-13
3776,10/28/2013,7,37,2,10-13
3777,10/27/2013,7,88,1,10-13
3778,10/26/2013,14,95,7,10-13
3779,10/25/2013,18,94,6,10-13
3780,10/24/2013,15,38,5,10-13
3781,10/23/2013,15,71,4,10-13
3782,10/22/2013,16,32,3,10-13
3783,10/21/2013,12,51,2,10-13
3784,10/20/2013,11,84,1,10-13
3785,10/19/2013,13,41,7,10-13
3786,10/18/2013,15,20,6,10-13
3787,10/17/2013,15,78,5,10-13
3788,10/16/2013,18,11,4,10-13
3789,10/15/2013,26,29,3,10-13
3790,10/14/2013,14,77,2,10-13
3791,10/13/2013,17,5,1,10-13
3792,10/12/2013,18,58,7,10-13
3793,10/11/2013,10,72,6,10-13
3794,10/10/2013,11,20,5,10-13
3795,10/9/2013,35,26,4,10-13
3796,10/8/2013,40,85,3,10-13
3797,10/7/2013,41,58,2,10-13
3798,10/6/2013,31,5,1,10-13
3799,10/5/2013,22,32,7,10-13
3800,10/4/2013,19,46,6,10-13
3801,10/3/2013,21,85,5,10-13
3802,10/2/2013,23,89,4,10-13
3803,10/1/2013,25,35,3,10-13
3804,9/30/2013,19,38,2,09-13
3805,9/29/2013,13,64,1,09-13
3806,9/28/2013,14,29,7,09-13
3807,9/27/2013,16,28,6,09-13
3808,9/26/2013,23,37,5,09-13
3809,9/25/2013,22,87,4,09-13
3810,9/24/2013,16,56,3,09-13
3811,9/23/2013,11,46,2,09-13
3812,9/22/2013,11,72,1,09-13
3813,9/21/2013,9,49,7,09-13
3814,9/20/2013,12,89,6,09-13
3815,9/19/2013,11,52,5,09-13
3816,9/18/2013,7,21,4,09-13
3817,9/17/2013,20,11,3,09-13
3818,9/16/2013,NA,NA,2,09-13
3819,9/15/2013,NA,NA,1,09-13
3820,9/14/2013,NA,NA,7,09-13
3821,9/13/2013,NA,NA,6,09-13
3822,9/12/2013,NA,NA,5,09-13
3823,9/11/2013,13,94,4,09-13
3824,9/10/2013,NA,NA,3,09-13
3825,9/9/2013,NA,NA,2,09-13
3826,9/8/2013,17,87,1,09-13
3827,9/7/2013,19,2,7,09-13
3828,9/6/2013,20,15,6,09-13
3829,9/5/2013,18,30,5,09-13
3830,9/4/2013,13,50,4,09-13
3831,9/3/2013,12,1,3,09-13
3832,9/2/2013,21,66,2,09-13
3833,9/1/2013,10,38,1,09-13
3834,8/31/2013,22,86,7,08-13
3835,8/30/2013,21,30,6,08-13
3836,8/29/2013,20,15,5,08-13
3837,8/28/2013,20,99,4,08-13
3838,8/27/2013,22,37,3,08-13
3839,8/26/2013,19,14,2,08-13
3840,8/25/2013,17,61,1,08-13
3841,8/24/2013,22,40,7,08-13
3842,8/23/2013,23,30,6,08-13
3843,8/22/2013,19,88,5,08-13
3844,8/21/2013,14,47,4,08-13
3845,8/20/2013,11,94,3,08-13
3846,8/19/2013,11,48,2,08-13
3847,8/18/2013,15,87,1,08-13
3848,8/17/2013,20,40,7,08-13
3849,8/16/2013,17,1,6,08-13
3850,8/15/2013,14,15,5,08-13
3851,8/14/2013,10,42,4,08-13
3852,8/13/2013,9,60,3,08-13
3853,8/12/2013,12,50,2,08-13
3854,8/11/2013,10,97,1,08-13
3855,8/10/2013,14,59,7,08-13
3856,8/9/2013,17,96,6,08-13
3857,8/8/2013,12,3,5,08-13
3858,8/7/2013,17,83,4,08-13
3859,8/6/2013,18,28,3,08-13
3860,8/5/2013,17,89,2,08-13
3861,8/4/2013,16,20,1,08-13
3862,8/3/2013,20,54,7,08-13
3863,8/2/2013,16,72,6,08-13
3864,8/1/2013,11,26,5,08-13
3865,7/31/2013,9,44,4,07-13
3866,7/30/2013,11,62,3,07-13
3867,7/29/2013,9,77,2,07-13
3868,7/28/2013,15,73,1,07-13
3869,7/27/2013,18,2,7,07-13
3870,7/26/2013,16,4,6,07-13
3871,7/25/2013,15,42,5,07-13
3872,7/24/2013,20,44,4,07-13
3873,7/23/2013,19,26,3,07-13
3874,7/22/2013,18,70,2,07-13
3875,7/21/2013,12,38,1,07-13
3876,7/20/2013,17,73,7,07-13
3877,7/19/2013,17,0,6,07-13
3878,7/18/2013,17,72,5,07-13
3879,7/17/2013,21,69,4,07-13
3880,7/16/2013,16,59,3,07-13
3881,7/15/2013,13,1,2,07-13
3882,7/14/2013,16,14,1,07-13
3883,7/13/2013,16,3,7,07-13
3884,7/12/2013,15,21,6,07-13
3885,7/11/2013,12,28,5,07-13
3886,7/10/2013,23,4,4,07-13
3887,7/9/2013,22,11,3,07-13
3888,7/8/2013,17,28,2,07-13
3889,7/7/2013,16,5,1,07-13
3890,7/6/2013,17,81,7,07-13
3891,7/5/2013,25,63,6,07-13
3892,7/4/2013,10,48,5,07-13
3893,7/3/2013,9,64,4,07-13
3894,7/2/2013,12,98,3,07-13
3895,7/1/2013,12,1,2,07-13
3896,6/30/2013,9,51,1,06-13
3897,6/29/2013,9,42,7,06-13
3898,6/28/2013,12,17,6,06-13
3899,6/27/2013,13,71,5,06-13
3900,6/26/2013,7,28,4,06-13
3901,6/25/2013,8,29,3,06-13
3902,6/24/2013,8,28,2,06-13
3903,6/23/2013,7,83,1,06-13
3904,6/22/2013,10,40,7,06-13
3905,6/21/2013,9,64,6,06-13
3906,6/20/2013,28,28,5,06-13
3907,6/19/2013,35,37,4,06-13
3908,6/18/2013,29,36,3,06-13
3909,6/17/2013,20,82,2,06-13
3910,6/16/2013,8,57,1,06-13
3911,6/15/2013,11,67,7,06-13
3912,6/14/2013,9,46,6,06-13
3913,6/13/2013,15,93,5,06-13
3914,6/12/2013,16,51,4,06-13
3915,6/11/2013,16,31,3,06-13
3916,6/10/2013,19,57,2,06-13
3917,6/9/2013,17,92,1,06-13
3918,6/8/2013,19,42,7,06-13
3919,6/7/2013,22,61,6,06-13
3920,6/6/2013,17,19,5,06-13
3921,6/5/2013,12,73,4,06-13
3922,6/4/2013,NA,NA,3,06-13
3923,6/3/2013,13,85,2,06-13
3924,6/2/2013,7,39,1,06-13
3925,6/1/2013,12,84,7,06-13
3926,5/31/2013,9,48,6,05-13
3927,5/30/2013,7,89,5,05-13
3928,5/29/2013,11,90,4,05-13
3929,5/28/2013,14,5,3,05-13
3930,5/27/2013,8,18,2,05-13
3931,5/26/2013,5,36,1,05-13
3932,5/25/2013,13,79,7,05-13
3933,5/24/2013,12,50,6,05-13
3934,5/23/2013,14,25,5,05-13
3935,5/22/2013,11,25,4,05-13
3936,5/21/2013,8,92,3,05-13
3937,5/20/2013,5,66,2,05-13
3938,5/19/2013,13,50,1,05-13
3939,5/18/2013,11,71,7,05-13
3940,5/17/2013,20,5,6,05-13
3941,5/16/2013,20,95,5,05-13
3942,5/15/2013,19,1,4,05-13
3943,5/14/2013,13,19,3,05-13
3944,5/13/2013,12,29,2,05-13
3945,5/12/2013,7,38,1,05-13
3946,5/11/2013,16,14,7,05-13
3947,5/10/2013,12,39,6,05-13
3948,5/9/2013,11,32,5,05-13
3949,5/8/2013,15,22,4,05-13
3950,5/7/2013,32,76,3,05-13
3951,5/6/2013,31,59,2,05-13
3952,5/5/2013,24,63,1,05-13
3953,5/4/2013,27,24,7,05-13
3954,5/3/2013,38,16,6,05-13
3955,5/2/2013,39,85,5,05-13
3956,5/1/2013,52,85,4,05-13
3957,4/30/2013,56,68,3,04-13
3958,4/29/2013,22,97,2,04-13
3959,4/28/2013,9,2,1,04-13
3960,4/27/2013,4,39,7,04-13
3961,4/26/2013,28,71,6,04-13
3962,4/25/2013,27,50,5,04-13
3963,4/24/2013,27,48,4,04-13
3964,4/23/2013,41,17,3,04-13
3965,4/22/2013,56,44,2,04-13
3966,4/21/2013,35,26,1,04-13
3967,4/20/2013,28,60,7,04-13
3968,4/19/2013,24,40,6,04-13
3969,4/18/2013,19,5,5,04-13
3970,4/17/2013,24,38,4,04-13
3971,4/16/2013,32,25,3,04-13
3972,4/15/2013,15,98,2,04-13
3973,4/14/2013,11,46,1,04-13
3974,4/13/2013,8,93,7,04-13
3975,4/12/2013,6,78,6,04-13
3976,4/11/2013,9,70,5,04-13
3977,4/10/2013,14,63,4,04-13
3978,4/9/2013,30,95,3,04-13
3979,4/8/2013,28,47,2,04-13
3980,4/7/2013,25,27,1,04-13
3981,4/6/2013,35,38,7,04-13
3982,4/5/2013,45,34,6,04-13
3983,4/4/2013,51,23,5,04-13
3984,4/3/2013,43,36,4,04-13
3985,4/2/2013,32,68,3,04-13
3986,4/1/2013,20,52,2,04-13
3987,3/31/2013,35,88,1,03-13
3988,3/30/2013,69,87,7,03-13
3989,3/29/2013,56,23,6,03-13
3990,3/28/2013,50,93,5,03-13
3991,3/27/2013,35,44,4,03-13
3992,3/26/2013,31,24,3,03-13
3993,3/25/2013,35,90,2,03-13
3994,3/24/2013,23,66,1,03-13
3995,3/23/2013,31,61,7,03-13
3996,3/22/2013,32,50,6,03-13
3997,3/21/2013,18,56,5,03-13
3998,3/20/2013,28,64,4,03-13
3999,3/19/2013,23,88,3,03-13
4000,3/18/2013,33,45,2,03-13
4001,3/17/2013,25,62,1,03-13
4002,3/16/2013,32,24,7,03-13
4003,3/15/2013,32,89,6,03-13
4004,3/14/2013,41,12,5,03-13
4005,3/13/2013,28,99,4,03-13
4006,3/12/2013,36,59,3,03-13
4007,3/11/2013,37,38,2,03-13
4008,3/10/2013,19,58,1,03-13
4009,3/9/2013,35,36,7,03-13
4010,3/8/2013,59,88,6,03-13
4011,3/7/2013,60,67,5,03-13
4012,3/6/2013,37,41,4,03-13
4013,3/5/2013,27,49,3,03-13
4014,3/4/2013,22,38,2,03-13
4015,3/3/2013,25,34,1,03-13
4016,3/2/2013,28,50,7,03-13
4017,3/1/2013,20,2,6,03-13
4018,2/28/2013,30,48,5,02-13
4019,2/27/2013,19,10,4,02-13
4020,2/26/2013,34,69,3,02-13
4021,2/25/2013,35,91,2,02-13
4022,2/24/2013,37,57,1,02-13
4023,2/23/2013,32,83,7,02-13
4024,2/22/2013,46,84,6,02-13
